state_name,district_name,crop_year,season,crop,area_hectares,yield_kg_per_ha,production_tonnes
West Bengal,West_District_19,2022.0,Rabi,Maize,32825.14,4850.12,159205.87
Telangana,Tela_District_09,2016.0,Kharif,Jowar,17199.78,2981.62,51283.21
Andhra Pradesh,Andh_District_10,2011.0,Rabi,Soybean,39522.91,1552.96,61377.5
Rajasthan,Raja_District_10,2010.0,Zaid,Cotton,48208.09,3165.79,152616.69
Bihar,Biha_District_12,2015.0,Rabi,Mustard,,613.19,302.97
Assam,Assa_District_17,2018.0,Zaid,Barley,44122.58,3403.77,150183.11
Andhra Pradesh,Andh_District_12,2021.0,Kharif,Jowar,38177.32,4028.07,153780.92
Haryana,Hary_District_08,2021.0,Kharif,Cotton,21080.94,4093.75,86300.1
West Bengal,West_District_03,2015.0,Kharif,Groundnut,46882.87,1274.77,59764.88
Assam,Assa_District_20,2012.0,Kharif,Mustard,,1885.06,72066.62
Odisha,Odis_District_06,2017.0,,Groundnut,16142.5,2357.4,38054.33
Andhra Pradesh,Andh_District_10,2016.0,Rabi,Wheat,43199.6,599.25,25887.36
Andhra Pradesh,Andh_District_02,2011.0,Zaid,Maize,21752.92,3560.21,77444.96
Andhra Pradesh,Andh_District_08,2017.0,Zaid,Wheat,5609.73,4065.14,22804.34
Madhya Pradesh,Madh_District_16,2014.0,,,47100.94,909.21,
Punjab,Punj_District_19,2016.0,Kharif,Wheat,7732.11,4883.44,37759.3
Haryana,Hary_District_07,2023.0,Kharif,Jowar,9973.0,855.23,8529.21
West Bengal,West_District_18,2012.0,Zaid,,47614.41,4516.8,215064.77
Assam,Assa_District_12,2015.0,Kharif,Sugarcane,32820.7,2981.44,97852.95
Madhya Pradesh,Madh_District_18,2022.0,Kharif,Rice,45969.71,3449.84,158588.14
Haryana,Hary_District_17,2020.0,Kharif,Groundnut,32953.99,4296.59,141589.78
Bihar,Biha_District_14,2015.0,Rabi,Soybean,32696.96,2766.55,90457.77
,,2020.0,Rabi,Cotton,19547.1,2764.1,54030.14
Uttar Pradesh,Utta_District_08,2011.0,Kharif,Soybean,26171.68,2123.74,55581.84
Haryana,Hary_District_19,2012.0,Zaid,Wheat,22461.11,,92279.67
Rajasthan,Raja_District_06,2023.0,Kharif,Sugarcane,20884.02,615.02,12844.09
Odisha,Odis_District_18,2018.0,Zaid,Rice,14222.66,1542.84,21943.29
Bihar,Biha_District_13,2010.0,Rabi,Sugarcane,39699.74,2521.82,100115.6
Assam,Assa_District_07,2014.0,Zaid,Maize,14087.5,4148.17,58437.34
Assam,,2022.0,Kharif,Mustard,1058.92,1284.13,1359.79
Karnataka,Karn_District_16,2013.0,Kharif,Jowar,41365.05,2977.93,123182.22
West Bengal,West_District_14,2021.0,Zaid,Wheat,38705.12,4271.79,165340.14
Telangana,Tela_District_20,2023.0,Rabi,Mustard,47103.98,785.41,36995.94
Odisha,Odis_District_10,2017.0,Kharif,Wheat,39981.81,3689.45,147510.89
Bihar,Biha_District_12,2011.0,Zaid,Soybean,10430.58,4692.66,48947.17
,Odis_District_19,2019.0,Kharif,Jowar,20269.67,4494.25,91096.96
Maharashtra,Maha_District_11,2014.0,Kharif,Sugarcane,30295.17,2870.37,86958.35
Uttar Pradesh,Utta_District_02,2011.0,Rabi,Wheat,8060.24,4614.47,37193.74
Bihar,Biha_District_04,2014.0,Rabi,Maize,27877.43,527.42,14703.11
,Andh_District_09,2021.0,Zaid,Mustard,1012.4,3999.35,4048.94
Rajasthan,Raja_District_15,2015.0,Zaid,Jowar,8180.62,3194.32,26131.52
Odisha,Odis_District_16,2012.0,Kharif,Groundnut,34085.99,1757.15,59894.2
Rajasthan,Raja_District_07,2018.0,Kharif,Wheat,,1581.16,45076.91
Andhra Pradesh,Andh_District_03,2017.0,Rabi,Wheat,47321.14,4370.77,206829.82
Rajasthan,Raja_District_08,2014.0,Zaid,Mustard,14473.34,2879.67,41678.44
Madhya Pradesh,Madh_District_02,2015.0,Zaid,Barley,25081.58,4820.1,120895.72
West Bengal,West_District_01,2021.0,Kharif,Groundnut,19762.04,3030.02,59879.38
Tamil Nadu,Tami_District_20,2020.0,Rabi,Maize,46442.46,1232.65,57247.3
Odisha,Odis_District_01,2022.0,Kharif,Maize,27569.23,975.53,26894.61
West Bengal,West_District_16,2022.0,,Wheat,30913.2,2145.57,66326.43
Maharashtra,Maha_District_15,2022.0,Kharif,Jowar,48385.04,2369.34,114640.61
Madhya Pradesh,Madh_District_02,2012.0,Zaid,,6895.76,4253.0,
Uttar Pradesh,Utta_District_01,2020.0,Kharif,Cotton,41061.25,3626.87,
Madhya Pradesh,Madh_District_02,2019.0,Zaid,Jowar,37465.71,1691.22,63362.76
Uttar Pradesh,Utta_District_02,2013.0,Kharif,Cotton,32138.47,671.09,21567.81
West Bengal,West_District_18,2010.0,Zaid,Maize,9924.82,4695.26,46599.61
Madhya Pradesh,Madh_District_06,2016.0,Kharif,Mustard,36987.84,1538.03,56888.41
Madhya Pradesh,Madh_District_03,2013.0,Zaid,Barley,5658.02,4770.14,26989.55
Madhya Pradesh,Madh_District_01,2016.0,Rabi,Soybean,5698.16,1656.82,
Andhra Pradesh,Andh_District_10,2015.0,Rabi,Maize,9213.44,,
Odisha,Odis_District_12,,Kharif,Jowar,15775.33,4883.8,77043.56
Karnataka,Karn_District_06,2019.0,Kharif,Soybean,17160.97,2769.37,47525.08
Karnataka,Karn_District_20,2016.0,Rabi,Wheat,37322.2,2979.86,111214.93
Karnataka,Karn_District_06,2021.0,Zaid,Wheat,37205.22,3477.36,129375.94
Andhra Pradesh,Andh_District_01,2012.0,Zaid,Cotton,30467.29,3423.42,104302.33
Karnataka,Karn_District_05,2022.0,Rabi,Mustard,39978.3,3695.86,147754.2
Assam,Assa_District_08,2018.0,Rabi,Wheat,39609.57,1155.19,45756.58
Tamil Nadu,Tami_District_08,2010.0,Rabi,Jowar,33915.92,3816.6,129443.5
Madhya Pradesh,Madh_District_13,2010.0,Kharif,,15068.32,4435.6,66837.04
Bihar,Biha_District_11,2012.0,Rabi,Wheat,15305.11,1597.24,24445.93
Andhra Pradesh,Andh_District_02,2017.0,Kharif,Sugarcane,43368.13,1611.59,69891.64
Gujarat,Guja_District_12,2014.0,Rabi,Soybean,20833.57,2155.65,44909.89
Uttar Pradesh,Utta_District_16,2020.0,Rabi,Barley,44913.28,2548.56,114464.19
Maharashtra,Maha_District_12,2014.0,Kharif,Barley,34746.02,4073.18,141526.79
Tamil Nadu,Tami_District_10,2014.0,Rabi,Soybean,31432.39,4746.63,149197.93
West Bengal,West_District_15,2011.0,Zaid,Soybean,40145.13,2300.93,92371.13
Gujarat,Guja_District_11,2016.0,Rabi,Groundnut,47545.51,2860.59,136008.21
Gujarat,Guja_District_15,,Kharif,Barley,1226.61,1670.06,2048.51
Uttar Pradesh,Utta_District_20,2021.0,Kharif,Cotton,31124.31,1205.67,37525.65
Karnataka,Karn_District_15,2020.0,,Rice,29245.0,2127.19,62209.67
Maharashtra,Maha_District_20,2011.0,Rabi,Wheat,26765.84,508.44,13608.82
Tamil Nadu,Tami_District_08,2022.0,,Mustard,,2128.66,90332.31
Odisha,Odis_District_04,2015.0,,Barley,7093.91,2470.62,17526.36
Rajasthan,Raja_District_15,2017.0,,Sugarcane,24360.25,3368.31,82052.87
Madhya Pradesh,Madh_District_16,2015.0,Kharif,Soybean,26275.67,695.86,18284.19
Andhra Pradesh,Andh_District_07,2021.0,Rabi,Sugarcane,43588.46,2554.29,111337.57
Bihar,Biha_District_07,2022.0,Kharif,Maize,3941.69,3977.73,15678.98
West Bengal,West_District_17,2018.0,Kharif,Wheat,33041.71,3422.47,113084.26
Karnataka,Karn_District_03,2019.0,Rabi,Soybean,21403.01,2347.24,50238.0
Punjab,Punj_District_16,2017.0,Kharif,Rice,26863.3,727.67,19547.62
Telangana,Tela_District_13,2010.0,Kharif,,15017.99,4945.52,74271.77
Punjab,Punj_District_19,2021.0,Rabi,Barley,33143.41,2385.2,79053.66
Uttar Pradesh,Utta_District_05,2011.0,Rabi,Rice,11195.92,3853.44,43142.81
Rajasthan,Raja_District_15,2015.0,Kharif,Maize,13088.49,1230.67,16107.61
Odisha,Odis_District_20,2020.0,Zaid,Wheat,7810.29,3781.68,29536.02
Maharashtra,Maha_District_13,2011.0,Zaid,Groundnut,32176.23,814.13,26195.63
Karnataka,Karn_District_10,2012.0,Zaid,Soybean,5840.64,3352.31,19579.64
Gujarat,Guja_District_11,2023.0,Zaid,Maize,28598.69,3587.0,102583.5
Gujarat,Guja_District_09,2013.0,Zaid,,8984.14,3769.65,33867.06
Odisha,Odis_District_01,2016.0,Rabi,,46811.21,3204.73,150017.29
,Madh_District_15,2010.0,Rabi,Jowar,9886.89,3557.95,35177.06
Karnataka,Karn_District_06,2015.0,Kharif,Rice,17219.78,721.79,12429.07
Assam,Assa_District_17,2016.0,Rabi,Mustard,15186.7,4575.13,69481.13
Telangana,Tela_District_18,2023.0,Zaid,Mustard,20615.85,4390.99,90523.99
Haryana,Hary_District_06,2015.0,Rabi,Wheat,25482.1,2826.4,72022.61
Punjab,,2021.0,Kharif,Barley,360.29,3366.97,1213.09
Assam,Assa_District_14,2017.0,Rabi,Rice,5479.91,2654.37,14545.71
Telangana,Tela_District_16,2015.0,Rabi,,13089.81,2265.72,29657.84
Gujarat,Guja_District_15,2010.0,Kharif,Rice,26900.16,565.09,15201.01
Punjab,Punj_District_12,2023.0,Zaid,Soybean,14300.72,4953.25,70835.04
Assam,Assa_District_09,2018.0,Rabi,Maize,2964.22,1937.27,5742.49
Rajasthan,,2017.0,Rabi,Barley,16138.93,2207.24,35622.49
Haryana,Hary_District_13,2010.0,Kharif,Jowar,34270.57,1614.85,55341.83
Andhra Pradesh,Andh_District_17,2011.0,Zaid,Sugarcane,23067.44,3401.89,78472.89
Karnataka,Karn_District_01,2016.0,Kharif,Cotton,16183.87,4769.48,77188.64
Uttar Pradesh,Utta_District_13,2023.0,Rabi,Groundnut,48985.66,1038.53,50873.08
Uttar Pradesh,Utta_District_05,2021.0,Zaid,Maize,17256.61,1435.87,24778.25
Bihar,Biha_District_05,2020.0,Zaid,Barley,9420.8,2709.41,25524.81
Andhra Pradesh,Andh_District_11,,Rabi,Cotton,28234.97,2415.43,68199.59
Bihar,Biha_District_17,2014.0,Kharif,Wheat,13700.49,1753.8,24027.92
Gujarat,Guja_District_17,2012.0,Zaid,Jowar,49607.2,4656.55,230998.41
West Bengal,West_District_04,2013.0,Zaid,Barley,3887.35,3454.48,13428.77
Tamil Nadu,Tami_District_09,2010.0,Rabi,Groundnut,22898.19,3599.66,82425.7
West Bengal,West_District_04,2019.0,,Mustard,29888.34,4501.64,134546.55
Karnataka,Karn_District_15,2016.0,Rabi,Barley,3442.72,,7137.41
Rajasthan,Raja_District_08,2019.0,Zaid,Soybean,49276.16,1320.28,65058.33
Gujarat,Guja_District_12,2014.0,Kharif,Sugarcane,6453.94,3780.37,24398.28
Rajasthan,Raja_District_03,2014.0,Zaid,Jowar,38894.01,3525.23,137110.33
Assam,Assa_District_20,2017.0,Kharif,Sugarcane,38832.17,3621.75,140640.41
Karnataka,,2010.0,Rabi,Sugarcane,6874.96,3237.0,22254.25
Madhya Pradesh,Madh_District_19,2011.0,Kharif,Jowar,38866.15,4394.82,170809.73
Maharashtra,Maha_District_15,2014.0,Zaid,Sugarcane,12387.14,1073.44,13296.85
Tamil Nadu,Tami_District_15,2019.0,Zaid,Barley,39076.41,1654.47,64650.75
Punjab,Punj_District_08,2022.0,Kharif,Soybean,1693.28,4213.46,7134.57
Madhya Pradesh,Madh_District_01,2017.0,Zaid,Jowar,25348.96,1969.85,49933.65
Madhya Pradesh,Madh_District_13,2023.0,Zaid,Groundnut,670.31,658.97,441.71
Maharashtra,Maha_District_20,2022.0,Kharif,Cotton,39651.9,2703.68,107206.05
Odisha,Odis_District_01,2017.0,Zaid,Barley,7571.13,2113.28,15999.92
Punjab,Punj_District_09,2022.0,Zaid,Sugarcane,8348.73,1007.97,8415.27
Punjab,Punj_District_12,2020.0,Zaid,Groundnut,13887.76,2972.79,41285.39
Punjab,Punj_District_02,2023.0,Zaid,Rice,10579.33,2046.52,21650.81
Assam,Assa_District_08,2017.0,Rabi,Wheat,23948.75,2390.13,57240.63
Gujarat,Guja_District_19,2015.0,Rabi,Jowar,6518.53,674.9,4399.36
Haryana,Hary_District_11,2015.0,Zaid,Barley,1869.39,2075.81,3880.5
Madhya Pradesh,Madh_District_08,2020.0,Rabi,Maize,35968.22,1090.65,39228.74
Telangana,,2017.0,Kharif,Cotton,39370.31,3720.53,146478.42
Karnataka,Karn_District_04,2021.0,Kharif,Soybean,296.78,620.37,184.11
Uttar Pradesh,Utta_District_05,2013.0,Rabi,Sugarcane,9832.16,752.54,7399.09
Telangana,,2012.0,Kharif,,26614.02,678.32,18052.82
Haryana,Hary_District_20,2016.0,Kharif,Wheat,40152.03,2718.33,109146.47
Rajasthan,Raja_District_19,2023.0,Rabi,Jowar,36424.92,3878.16,141261.67
Odisha,,2021.0,Kharif,Groundnut,25387.52,4664.13,118410.69
Karnataka,Karn_District_07,2018.0,Rabi,Maize,49513.01,2116.47,104792.8
Andhra Pradesh,Andh_District_04,2011.0,Kharif,Rice,6380.62,2134.57,13619.88
Karnataka,Karn_District_02,2020.0,Zaid,,11245.36,2889.53,
Karnataka,Karn_District_10,2010.0,Rabi,Sugarcane,18981.54,2662.02,50529.24
Tamil Nadu,Tami_District_12,2018.0,Rabi,Wheat,38183.06,1733.09,
Odisha,Odis_District_08,2022.0,Rabi,Barley,26919.99,2008.23,54061.53
Andhra Pradesh,Andh_District_08,2019.0,Zaid,Sugarcane,39269.55,3377.91,132649.01
Assam,Assa_District_16,2011.0,Zaid,Cotton,524.39,3470.23,1819.75
,Biha_District_01,2020.0,Rabi,Jowar,8591.08,3760.13,32303.58
Gujarat,Guja_District_09,2021.0,Kharif,Wheat,28410.2,2306.67,65532.96
,Karn_District_04,2012.0,Rabi,Rice,34733.91,4354.67,151254.72
Karnataka,Karn_District_08,2010.0,Kharif,Jowar,38959.31,,115093.98
Maharashtra,Maha_District_08,2021.0,Zaid,Soybean,,2362.62,85438.13
Assam,Assa_District_19,2021.0,Kharif,Groundnut,39472.4,4230.73,166997.07
Bihar,Biha_District_06,2021.0,Kharif,Wheat,6950.96,1571.14,10920.93
Madhya Pradesh,Madh_District_04,2016.0,Rabi,Barley,13572.44,1247.37,16929.85
Karnataka,Karn_District_19,2011.0,,Rice,19687.5,1368.65,26945.3
Madhya Pradesh,Madh_District_17,2018.0,Kharif,Groundnut,29817.41,957.27,28543.31
Uttar Pradesh,Utta_District_19,2020.0,Kharif,Jowar,13568.97,3494.84,47421.38
West Bengal,West_District_16,2019.0,Zaid,Jowar,19987.4,2396.58,47901.4
Assam,Assa_District_12,2013.0,Rabi,Barley,39916.47,4930.3,196800.17
West Bengal,West_District_19,2023.0,Zaid,Cotton,28296.88,855.8,24216.47
Tamil Nadu,Tami_District_19,2020.0,Zaid,Groundnut,5234.86,4858.25,25432.26
Gujarat,Guja_District_13,2012.0,Zaid,Soybean,33993.82,3886.11,132103.72
Punjab,Punj_District_04,2015.0,Rabi,Soybean,33820.61,1308.28,44246.83
Punjab,Punj_District_15,2013.0,Zaid,Cotton,22473.27,4091.36,91946.24
Madhya Pradesh,Madh_District_15,2019.0,Kharif,Jowar,43331.51,1568.01,67944.24
Bihar,,2020.0,Kharif,Wheat,29838.49,,36013.86
Assam,Assa_District_09,2011.0,Zaid,Wheat,47918.02,1634.92,78342.13
Tamil Nadu,Tami_District_16,2017.0,Zaid,Soybean,36359.09,1540.01,55993.36
Gujarat,Guja_District_13,2022.0,Zaid,Sugarcane,30841.09,3466.69,106916.5
Tamil Nadu,Tami_District_06,2014.0,Kharif,,16488.56,4184.75,69000.5
Andhra Pradesh,Andh_District_07,2021.0,Kharif,Maize,44280.01,4347.81,192521.07
Uttar Pradesh,Utta_District_17,2018.0,Kharif,Wheat,16606.83,3849.53,63928.49
Rajasthan,Raja_District_15,2010.0,Kharif,Cotton,28018.59,3166.83,88730.11
Andhra Pradesh,Andh_District_04,,Zaid,Soybean,23923.51,3201.18,76583.46
Rajasthan,Raja_District_09,2020.0,Kharif,Groundnut,6869.14,2339.81,16072.48
Tamil Nadu,Tami_District_15,2013.0,Zaid,Sugarcane,8965.82,1760.47,15784.06
Gujarat,Guja_District_01,2020.0,Zaid,Sugarcane,6477.95,1456.23,9433.39
West Bengal,West_District_07,2015.0,Zaid,Soybean,39118.27,2974.26,116347.91
Karnataka,Karn_District_09,2020.0,Rabi,Rice,,4048.36,5181.05
Andhra Pradesh,Andh_District_20,2017.0,Rabi,Jowar,45482.47,4461.93,202939.6
Rajasthan,Raja_District_12,2016.0,Kharif,Rice,41168.54,4964.97,204400.57
Telangana,Tela_District_09,2019.0,Kharif,Barley,29361.46,4831.64,141864.0
West Bengal,West_District_18,2015.0,Zaid,Wheat,47447.33,1909.57,90604.0
Tamil Nadu,Tami_District_13,2018.0,Zaid,Cotton,43185.34,4066.13,175597.21
Madhya Pradesh,Madh_District_19,2020.0,Kharif,Jowar,38812.36,4533.26,175946.52
Madhya Pradesh,Madh_District_06,2012.0,Kharif,Mustard,19271.08,2300.25,44328.3
West Bengal,West_District_01,2010.0,Zaid,Wheat,32038.61,3820.12,122391.33
Karnataka,Karn_District_14,2013.0,Kharif,Wheat,43998.88,4441.3,
Odisha,Odis_District_03,2017.0,Kharif,Jowar,36094.85,4806.02,173472.57
Telangana,Tela_District_02,2019.0,Rabi,Rice,9013.57,4776.53,43053.59
Andhra Pradesh,Andh_District_05,2013.0,Rabi,Rice,3303.15,3000.3,9910.44
Assam,Assa_District_05,2019.0,Zaid,Wheat,4600.83,3056.0,14060.14
Punjab,Punj_District_08,2023.0,Rabi,Cotton,19566.47,,16968.83
Madhya Pradesh,Madh_District_16,2017.0,Rabi,Sugarcane,32441.03,3790.39,122964.16
Karnataka,Karn_District_04,2023.0,Zaid,Groundnut,8791.85,3624.97,31870.19
Assam,Assa_District_18,2019.0,Rabi,Rice,9034.47,1118.28,10103.07
Karnataka,Karn_District_09,2021.0,Kharif,Cotton,7453.43,3195.85,23820.04
Maharashtra,Maha_District_19,2012.0,Rabi,Maize,38961.66,3186.02,124132.63
Haryana,Hary_District_18,2017.0,Rabi,Wheat,40486.64,3161.65,128004.59
Maharashtra,,2018.0,Rabi,Maize,39886.33,4894.35,195217.66
Assam,Assa_District_10,2013.0,,Rice,19608.89,1174.74,23035.35
Madhya Pradesh,Madh_District_01,2021.0,Kharif,Wheat,6856.3,3188.65,21862.34
Assam,Assa_District_19,2012.0,Zaid,Wheat,27400.44,1329.06,36416.83
Assam,Assa_District_17,2011.0,Kharif,Jowar,44117.04,4805.37,211998.7
Assam,Assa_District_01,2023.0,Zaid,Cotton,12735.46,1430.97,18224.06
Assam,Assa_District_03,2020.0,Zaid,Barley,10774.7,2243.4,24171.96
Madhya Pradesh,Madh_District_08,2015.0,Kharif,Jowar,42676.04,3181.82,135787.48
Gujarat,Guja_District_14,2016.0,Zaid,,3470.92,2628.41,9123.0
Uttar Pradesh,Utta_District_03,2012.0,Rabi,Barley,4607.55,2327.96,10726.19
Odisha,Odis_District_01,2013.0,Zaid,Cotton,20235.66,3417.59,69157.19
Tamil Nadu,Tami_District_06,2018.0,Rabi,Barley,27517.75,4436.4,122079.75
Rajasthan,Raja_District_20,2012.0,Kharif,Wheat,912.13,3982.99,3633.0
Maharashtra,Maha_District_10,,Rabi,Mustard,1230.65,1869.3,2300.45
Telangana,Tela_District_12,2017.0,Kharif,Sugarcane,43995.19,3606.86,158684.49
Bihar,Biha_District_14,2011.0,Rabi,Barley,8682.63,2708.53,23517.16
Rajasthan,Raja_District_13,2017.0,Kharif,Mustard,,4718.04,170429.85
Assam,Assa_District_04,2019.0,Kharif,Maize,31752.63,611.04,19402.13
Karnataka,Karn_District_09,2011.0,Rabi,Wheat,25035.12,1188.33,29749.98
Karnataka,Karn_District_19,2018.0,Kharif,Cotton,2484.2,3193.3,7932.8
Tamil Nadu,,2014.0,Kharif,Mustard,38868.4,662.27,25741.38
Tamil Nadu,Tami_District_18,2021.0,Rabi,Cotton,39201.1,3678.75,144211.05
Maharashtra,Maha_District_06,,Kharif,Rice,37624.15,1601.28,60246.8
,Assa_District_01,2015.0,Rabi,Maize,19740.41,1038.88,20507.92
Odisha,Odis_District_03,2011.0,,Maize,12020.66,1862.55,22389.08
,,,Kharif,Rice,16039.89,1287.68,20654.25
Maharashtra,Maha_District_19,2023.0,Zaid,Sugarcane,9516.72,4556.62,43364.08
Karnataka,Karn_District_05,2018.0,Rabi,Rice,39216.29,2050.15,80399.28
Punjab,Punj_District_12,2019.0,Kharif,Groundnut,47387.41,1575.15,74642.28
Punjab,Punj_District_11,2018.0,Kharif,Maize,20400.34,4160.86,84882.96
Punjab,Punj_District_01,2015.0,Kharif,Cotton,22200.03,1555.81,34539.03
Andhra Pradesh,Andh_District_05,2017.0,Zaid,Cotton,18489.92,2753.24,50907.19
,Tela_District_17,2018.0,Rabi,Maize,31070.15,2325.23,72245.24
Haryana,Hary_District_17,2012.0,Rabi,Sugarcane,21622.09,1687.75,36492.68
Tamil Nadu,Tami_District_14,2020.0,Rabi,Maize,26813.83,1487.55,39886.91
Assam,Assa_District_13,2011.0,Kharif,Cotton,,3863.15,167620.38
Karnataka,Karn_District_01,2015.0,,Groundnut,20572.92,3862.53,79463.52
Bihar,Biha_District_16,2022.0,Zaid,Wheat,449.1,2050.2,920.74
West Bengal,West_District_09,,Kharif,Barley,22071.03,2614.09,
West Bengal,West_District_04,2015.0,Rabi,Rice,37461.7,4832.63,181038.54
Madhya Pradesh,Madh_District_05,2020.0,Zaid,Jowar,19061.86,2077.7,39604.83
Uttar Pradesh,Utta_District_02,2018.0,Rabi,Soybean,30564.71,1765.64,53966.27
Andhra Pradesh,Andh_District_19,2015.0,Rabi,Barley,7153.38,4826.93,34528.86
Haryana,Hary_District_02,2018.0,Zaid,Wheat,40495.54,4813.25,194915.16
Punjab,Punj_District_03,2013.0,Kharif,Wheat,10969.86,580.14,6364.05
Madhya Pradesh,Madh_District_20,2015.0,Rabi,Rice,,4701.24,103048.12
Uttar Pradesh,Utta_District_08,2013.0,Rabi,Sugarcane,7002.43,1027.33,7193.81
Haryana,Hary_District_04,2018.0,Zaid,Soybean,3540.74,3942.58,13959.65
Gujarat,Guja_District_02,2023.0,Rabi,Rice,39317.73,3629.19,142691.51
Karnataka,Karn_District_11,2013.0,Rabi,Barley,2759.26,3754.8,10360.47
Bihar,Biha_District_04,2015.0,Rabi,Wheat,22486.58,1210.52,27220.45
Odisha,Odis_District_17,2020.0,Rabi,Mustard,14826.79,2755.16,40850.18
Karnataka,Karn_District_03,2023.0,Rabi,Rice,16549.61,4863.87,80495.15
Punjab,Punj_District_11,2023.0,Zaid,Rice,23789.61,2174.68,51734.79
Assam,Assa_District_18,2016.0,Zaid,Soybean,33690.95,3427.45,115474.05
Uttar Pradesh,Utta_District_10,2023.0,Zaid,Rice,221.72,3283.13,727.94
Punjab,Punj_District_13,2021.0,Rabi,Soybean,12264.07,2188.55,26840.53
Haryana,Hary_District_11,2023.0,,Cotton,35346.81,3008.24,
Karnataka,Karn_District_16,2018.0,Zaid,Barley,18495.89,1253.35,23181.82
Gujarat,Guja_District_19,2023.0,Zaid,Rice,25323.56,1937.15,49055.53
Bihar,Biha_District_11,2011.0,Zaid,Soybean,45655.1,2904.56,132607.98
Rajasthan,Raja_District_20,2012.0,Kharif,Cotton,43311.6,2255.81,97702.74
Assam,Assa_District_10,2022.0,Zaid,Sugarcane,41389.11,754.42,31224.77
Gujarat,Guja_District_14,2016.0,Kharif,Jowar,14976.14,851.79,12756.53
Maharashtra,Maha_District_15,2019.0,Kharif,Groundnut,1679.34,4634.88,7783.54
Assam,Assa_District_06,2010.0,Rabi,Wheat,35871.75,3313.0,118843.11
Odisha,Odis_District_20,2023.0,Zaid,Cotton,26671.39,3062.99,81694.2
Haryana,Hary_District_12,2019.0,Zaid,Soybean,31970.65,4219.61,134903.67
Bihar,Biha_District_20,2019.0,Rabi,,29884.74,3868.61,115612.4
Assam,Assa_District_16,2019.0,Rabi,Soybean,14120.8,4895.43,69127.39
Andhra Pradesh,Andh_District_12,2010.0,Kharif,Soybean,1691.67,,3788.65
West Bengal,West_District_03,2015.0,Zaid,Rice,44114.27,1312.35,57893.36
Tamil Nadu,Tami_District_01,2010.0,Rabi,Groundnut,7152.77,2144.44,15338.69
Telangana,,2021.0,Zaid,Maize,21466.92,4700.27,100900.32
West Bengal,West_District_19,2021.0,Rabi,Rice,41822.36,2588.4,108253.0
Karnataka,Karn_District_10,2014.0,Rabi,Rice,48651.46,3390.25,164940.61
Bihar,Biha_District_08,2023.0,Zaid,Wheat,43695.57,1607.26,70230.14
Uttar Pradesh,Utta_District_19,2014.0,Zaid,Jowar,24499.31,633.73,15525.95
Madhya Pradesh,Madh_District_20,2016.0,Kharif,Barley,543.12,3674.54,1995.72
Tamil Nadu,Tami_District_16,2015.0,Zaid,Mustard,6002.85,2965.14,17799.29
Tamil Nadu,Tami_District_06,,Rabi,Rice,34830.77,645.06,22467.94
Punjab,Punj_District_17,2021.0,,Jowar,22492.2,3578.68,80492.39
Uttar Pradesh,Utta_District_19,2020.0,Kharif,Jowar,44497.58,1846.54,82166.56
Assam,Assa_District_18,2014.0,Kharif,Jowar,48713.4,4300.44,209489.05
West Bengal,West_District_15,2019.0,Rabi,Groundnut,32566.69,2263.66,73719.91
Uttar Pradesh,Utta_District_15,2014.0,Rabi,Rice,35584.41,4172.87,148489.12
,Maha_District_01,2018.0,Rabi,Groundnut,15234.66,4967.74,75681.83
Andhra Pradesh,,2014.0,Kharif,Mustard,45440.11,2684.76,121995.79
Tamil Nadu,Tami_District_13,2020.0,Kharif,Maize,36169.21,2858.04,103373.05
Odisha,Odis_District_17,2017.0,Zaid,Jowar,38070.43,4221.42,160711.27
Punjab,Punj_District_13,2019.0,Zaid,Jowar,1258.81,856.09,1077.65
Maharashtra,Maha_District_17,,Rabi,Cotton,16889.72,4629.26,78186.91
Maharashtra,Maha_District_02,2023.0,Kharif,Maize,19973.85,4493.8,89758.49
Rajasthan,Raja_District_10,2010.0,Rabi,Sugarcane,23175.45,1799.84,41712.1
Uttar Pradesh,Utta_District_15,2016.0,Zaid,Cotton,45042.19,3023.02,136163.44
Punjab,Punj_District_04,2022.0,Zaid,Cotton,18088.17,699.83,12658.64
Haryana,Hary_District_11,2011.0,Rabi,Rice,5635.56,,6350.71
Odisha,Odis_District_20,2010.0,Rabi,Sugarcane,18305.33,3233.0,59181.13
West Bengal,West_District_15,2013.0,Rabi,Mustard,15448.75,794.87,12279.75
Gujarat,Guja_District_02,2017.0,Zaid,Cotton,13313.96,2339.07,31142.28
Andhra Pradesh,Andh_District_11,2015.0,Kharif,Soybean,49614.27,2268.44,112546.99
Assam,Assa_District_01,2016.0,Rabi,Cotton,4550.85,3115.02,14175.99
Madhya Pradesh,Madh_District_01,2023.0,Kharif,Soybean,45990.04,4040.13,185805.74
Rajasthan,Raja_District_03,2013.0,Zaid,Wheat,41827.29,4677.04,195627.91
Madhya Pradesh,,2021.0,Rabi,Jowar,31863.52,4977.15,158589.52
Bihar,Biha_District_13,2012.0,Zaid,Cotton,1760.75,4256.78,7495.13
Telangana,Tela_District_05,2012.0,Kharif,Soybean,42864.83,4625.15,198256.27
Telangana,Tela_District_18,2010.0,,Soybean,23960.66,4044.9,96918.47
Telangana,Tela_District_04,2023.0,Zaid,Mustard,9834.51,3214.09,31609.0
Madhya Pradesh,Madh_District_13,2019.0,Zaid,Soybean,17996.39,3182.78,57278.55
